name,url,picture,dietLabels,healthLabels,calories,fat,carbs,protein,ingredients
blueberries of steel,https://www.superhealthykids.com/recipes/blueberries-of-steel/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/blueberries%20of%20steel.jpg,"['Balanced', 'High-Fiber', 'Low-Sodium']","['Vegan', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",209.65,6.31668,33.7958,6.84084,"['steel cut oats', 'almond milk', 'blueberries', 'granola']"
tomato conserva,https://food52.com/recipes/18901-tomato-conserva,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/tomato%20conserva.jpg,"['Balanced', 'High-Fiber']","['Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'FODMAP-Free', 'Kosher', 'Immuno-Supportive']",258.7652532,12.614369480000002,35.289486386,7.983225711999999,"['tomatoes', 'olive oil', 'sea salt']"
soft scrambled eggs with oven roasted potatoes,https://www.mykitchenlove.com/soft-scrambled-eggs-with-potatoes/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/soft%20scrambled%20eggs%20with%20oven%20roasted%20potatoes.jpg,[],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",248.34792498,16.200340626600003,16.495036950000003,9.474028717,"['Potatoes', 'olive oil', 'eggs', 'unsalted butter', 'kosher salt', 'black pepper']"
mexican creamed corn,http://honeymoonkitchen.com/mexican-creamed-corn/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/mexican%20creamed%20corn.jpg,[],"['Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",465.33379384959017,31.72256220099883,39.14824439990485,12.529553539995248,"['fresh corn', 'butter', 'leeks', 'poblano peppers', 'salt', 'sugar', 'cumin', 'chili powder', 'cayenne', 'corn meal', 'heavy cream', 'chihuahua cheese', 'pepper']"
sudamericano brunch,https://food52.com/recipes/28320-sudamericano-brunch,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/sudamericano%20brunch.jpg,"['High-Fiber', 'Low-Sodium']","['Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'FODMAP-Free', 'Kosher']",214.7718218762108,5.6354395677309,34.40310050326528,8.209195569196535,"['Egg', 'Corn', 'Sweet Peppers', 'Quinoa', 'Vinegar', 'Olive Oil', 'Sweet Paprika', 'Pepper', 'Brown Sugar']"
mushroom asparagus wild rice,http://vegetarianmamma.com/mushroom-asparagus-wild-rice/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/mushroom%20asparagus%20wild%20rice.jpg,['Low-Fat'],"['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",237.875707841568,3.685395132902,43.44542062747401,11.591103016977998,"['olive oil', 'onion', 'mushroom', 'button mushroom', 'asparagus', 'thyme', 'wild rice', 'soy sauce', 'vegetable broth']"
sauteed sweet potato and greens breakfast bowl,https://www.spoonfulofflavor.com/sauteed-sweet-potato-greens-breakfast-bowl/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/sauteed%20sweet%20potato%20and%20greens%20breakfast%20bowl.jpg,"['Balanced', 'High-Fiber']","['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",277.2992004786413,12.772287187250972,31.31659794929461,12.063981916609375,"['sweet potato', 'olive oil', 'garlic', 'cumin', 'SPINACH', 'eggs', 'black beans', 'cherry tomatoes', 'cheddar cheese', 'avocado', 'cilantro', 'salt', 'pepper']"
iced fruit clusters,https://eatsmarter.com/recipes/iced-fruit-clusters,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/iced%20fruit%20clusters.jpg,['Low-Sodium'],"['Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",427.99840000000006,27.559332000000005,43.79854400000001,4.351132,"['cream', 'unsalted butter', 'white chocolate', 'vanilla extract', 'berries']"
apple breakfast casserole,https://www.thepinningmama.com/apple-breakfast-casserole/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/apple%20breakfast%20casserole.jpg,[],"['Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",532.5485262856463,28.1907074024476,68.82786285996481,4.246730586603564,"['Cinnamon Rolls', 'apples', 'butter', 'brown sugar', 'cinnamon']"
cheesy brunch strata with soy sausage and spinach,https://www.allrecipes.com/recipe/241949/cheesy-brunch-strata-with-soy-sausage-and-spinach/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/cheesy%20brunch%20strata%20with%20soy%20sausage%20and%20spinach.jpg,['Low-Carb'],"['Vegetarian', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",1034.810103252532,65.511836030327,55.818182476143896,62.16109187284589,"['vegetable oil', 'vegetable oil', 'spinach', 'salt', 'black pepper', 'milk', 'eggs', 'salt', 'black pepper', 'baguette', 'soy sausages', 'Cheddar cheese', 'mozzarella cheese', 'scallions']"
tamari roasted chickpeas,http://viveleveganrecipes.blogspot.com/2007/10/tamari-roasted-chickpeas.html,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/tamari%20roasted%20chickpeas.jpg,['High-Fiber'],"['Vegan', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",291.42655000006323,6.940292000000279,44.62031750001802,14.643823250000406,"['chickpeas', 'olive oil', 'lemon juice', 'tamari', 'fresh rosemary', 'sea salt', 'agave nectar']"
grandmas famous oatmeal,https://recipes.sparkpeople.com/recipe-detail.asp?recipe=3010291,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/grandmas%20famous%20oatmeal.jpg,['Low-Sodium'],"['Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'FODMAP-Free', 'Kosher']",422.3970000000001,24.60272,46.02213,6.369850000000001,"['Butter', 'Cheddar Cheese', 'Oatmeal', 'Egg', 'Granulated Sugar']"
frittata with fresh herbs,http://www.foodandwine.com/recipes/frittata-with-fresh-herbs,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/frittata%20with%20fresh%20herbs.jpg,['Low-Carb'],"['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",495.5830461396084,41.17316055045894,12.201907058337596,19.2258348516686,"['garlic', 'extra-virgin olive oil', 'white bread', 'eggs', 'Parmesan cheese', 'heavy cream', 'chives', 'tarragon', 'Salt', 'pepper', 'ricotta cheese']"
sheet pan ratatouille breakfast,https://mealplannerpro.com/member-recipes/sheet-pan-ratatouille-breakfast-748126,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/sheet%20pan%20ratatouille%20breakfast.jpg,[],"['Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",332.295043,22.01918518,22.863572,14.1783672,"['eggplant', 'zucchini', 'sweet onion', 'bell peppers', 'extra virgin olive oil', 'grape tomatoes', 'herbs de Provence', 'Salt', 'pepper', 'eggs']"
pineapple breakfast casserole,http://www.dessertfortwo.com/2012/04/pineapple-breakfast-casserole/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/pineapple%20breakfast%20casserole.jpg,['Low-Sodium'],"['Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",225.0891884368729,10.68309849219818,30.05868375811976,4.248364230714365,"['pineapple', 'brown sugar', 'cheddar cheese', 'unsalted butter', 'fresh breadcrumb']"
huevos rancheros breakfast tacos,https://sweetlifebake.com/2014/07/30/huevos-rancheros-breakfast-tacos/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/huevos%20rancheros%20breakfast%20tacos.jpg,['Balanced'],"['Sugar-Conscious', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Dairy-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",324.16729999999995,15.001488,35.687749999999994,12.23128,"['olive oil', 'onion', 'bell pepper', 'tomatoes', 'garlic', 'jalapenos', 'cumin', 'dried oregano', 'salt', 'pepper', 'eggs', 'cilantro', 'Flour Tortillas']"
acorn squash bread,https://tastykitchen.com/recipes/breads/acorn-squash-bread/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/acorn%20squash%20bread.jpg,['Low-Fat'],"['Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Dairy-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",394.25513977,2.3906336185,88.07683022383333,6.67485035145,"['Acorn Squash', 'Applesauce', 'Granulated Sugar', 'Eggs', 'All-purpose Flour', 'Ground Nutmeg', 'Baking Soda', 'Baking Powder', 'Salt', 'Ground Cloves', 'Ground Cinnamon']"
aloo talkari,http://www.recipezaar.com/Aloo-Talkari-219986,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/aloo%20talkari.jpg,"['Balanced', 'High-Fiber']","['Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",279.62972693999995,10.1013406428,41.9397576378,7.983048074199999,"['chicken broth', 'potatoes', 'salt', 'curry powder', 'garlic', 'vegetable oil', 'onion', 'green beans']"
huevos rancheros for two,http://www.recipezaar.com/Huevos-Rancheros-for-Two-147411,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/huevos%20rancheros%20for%20two.jpg,['High-Fiber'],"['Sugar-Conscious', 'Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",226.56600000000003,12.3012,16.446099999999998,12.97468,"['corn tortillas', 'refried beans', 'eggs', 'taco sauce', 'cheddar cheese']"
frozen breakfast taquitos,https://sweetpeasandsaffron.com/breakfast-taquitos/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/frozen%20breakfast%20taquitos.jpg,[],"['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",349.08200000000005,17.630959999999998,28.361820000000005,20.0157,"['eggs', 'milk', 'salt', 'spinach', 'feta cheese', 'tortillas', 'mozarella']"
winter squash bowl,http://www.bonappetit.com/recipes/2011/12/winter-squash-bowl,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/winter%20squash%20bowl.jpg,['High-Fiber'],"['Vegetarian', 'Pescatarian', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'FODMAP-Free', 'Kosher']",260.4163068234508,6.87607028986194,53.057789917534194,4.122910547272142,"['butternut squash', 'squash', 'olive oil', 'maple syrup', 'Kosher salt', 'black pepper', 'unsalted butter', 'fresh thyme']"
homemade breakfast pizza,https://tastykitchen.com/recipes/main-courses/homemade-breakfast-pizza/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/homemade%20breakfast%20pizza.jpg,[],"['Sugar-Conscious', 'Kidney-Friendly', 'Pescatarian', 'Dairy-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",225.47488524875,8.864376369337501,24.256753294721875,11.820883062682814,"['Olive Oil', 'Garlic', 'Carrot', 'Pepper', 'Salt', 'Smoked Salmon', 'Pizza Dough', 'Pizza Sauce', 'Green Onions', 'Tomatoes', 'Eggs']"
zucchini goat cheese frittata,https://food52.com/recipes/78005-zucchini-goat-cheese-frittata,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/zucchini%20goat%20cheese%20frittata.jpg,['Low-Carb'],"['Sugar-Conscious', 'Keto-Friendly', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Gluten-Free', 'Wheat-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",379.8065799622962,29.07103966062953,6.3477591349475,23.4419742467935,"['olive oil', 'red onion', 'zucchini', 'garlic', 'eggs', 'heavy cream', 'goat cheese', 'white cheddar cheese', 'green onions', 'kosher salt', 'black pepper']"
