name,url,picture,dietLabels,healthLabels,calories,fat,carbs,protein,ingredients,uri
honeyed roast carrots,http://www.food.com/recipe/honeyed-roast-carrots-226088,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/honeyed%20roast%20carrots.jpg,['Low-Fat'],"['Vegetarian', 'Pescatarian', 'Paleo', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Kosher']",265.71413064999996,0.4127690567,68.06360790160001,2.1846438176000005,"['baby carrots', 'salt', 'honey']",http://www.edamam.com/ontologies/edamam.owl#recipe_a9995e546c46638981ed22bd51862353
stovetop beef and sweet potato stew,http://www.food.com/recipe/stovetop-beef-and-sweet-potato-stew-488367,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/stovetop%20beef%20and%20sweet%20potato%20stew.jpg,[],"['Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",278.36099851405,13.239378860213776,19.371302987161926,21.79824945339154,"['stew meat', 'sweet potato', 'onion', 'carrots', 'celery ribs', 'olive oil', 'beef bouillon cubes', 'water', 'tomato bisque soup', 'sea salt', 'pepper', 'pumpkin pie spice', 'red pepper flakes']",http://www.edamam.com/ontologies/edamam.owl#recipe_36e0681bf48336c52a126fe7bcdc9516
cheesy spinach wontons,https://www.kleinworthco.com/cheesy-spinach-wontons,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/cheesy%20spinach%20wontons.jpg,['Balanced'],"['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Vegetarian', 'Pescatarian', 'Mediterranean', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",491.0505905399999,17.2707027488,68.65582094589999,14.0652027541,"['wonton wrappers', 'cream cheese', 'spinach']",http://www.edamam.com/ontologies/edamam.owl#recipe_260a6c28bd5b5d9cbcb4cb8aed679487
spaghetti pantesca,http://www.bbcgoodfood.com/recipes/5692/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/spaghetti%20pantesca.jpg,"['Balanced', 'High-Fiber']","['Vegetarian', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",562.1022187695178,27.231376258995216,63.830518000000005,16.083081999999997,"['almonds', 'garlic', 'pecorino', 'salt', 'extra virgin olive oil', 'cherry tomatoes', 'parsley', 'red chilli', 'spaghetti']",http://www.edamam.com/ontologies/edamam.owl#recipe_14ab5341654d7fc17d7759ab84a1c1dd
beef stew,https://chefsavvy.com/beef-stew,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/beef%20stew.jpg,['High-Fiber'],"['Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",634.8431254761794,20.676661952507583,45.35707263442348,66.43799932909135,"['chuck roast', 'all purpose flour', 'salt', 'pepper', 'extra virgin olive oil', 'onion', 'garlic', 'cooking wine', 'tomato paste', 'low sodium beef broth', 'worcestershire sauce', 'baby carrots', 'potatoes', 'bay leave', 'thyme', 'rosemary', 'salt', 'pepper']",http://www.edamam.com/ontologies/edamam.owl#recipe_7dc3bb19be7fbeb4f54c33a71c8d7508
fresh tomato pasta,http://www.bbcgoodfood.com/recipes/4687/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/fresh%20tomato%20pasta.jpg,['High-Fiber'],"['Vegetarian', 'Pescatarian', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",507.0517222224677,12.579244444444445,84.19933222228562,14.838933333333333,"['penne', 'caster sugar', 'parmesan', 'lemon', 'olive oil', 'red onion', 'spring onions', 'cherry tomatoes']",http://www.edamam.com/ontologies/edamam.owl#recipe_18562b040268c80994bbe15482762954
grilled carne asada street tacos,http://www.fourtocookfor.com/grilled-carne-asada-street-tacos/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/grilled%20carne%20asada%20street%20tacos.jpg,[],"['Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",571.269246299767,28.495223483799997,15.366130499939882,60.054803548399924,"['flank steak', 'freshly squeezed orange juice', 'lime juice', 'garlic', 'cilantro', 'yellow onion', 'soy sauce', 'beer', 'extra virgin olive oil', 'brown sugar', 'chili powder', 'cumin', 'corn tortilla', 'lime']",http://www.edamam.com/ontologies/edamam.owl#recipe_752898e27f24febc8b3c5c29634921ca
baked sprouted bean trio,http://littlegrazers.com/baked-sprouted-bean-trio/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/baked%20sprouted%20bean%20trio.jpg,['High-Fiber'],"['Vegan', 'Vegetarian', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",214.322187255424,6.992405761736,38.735351833432006,2.973765560504,"['Sprouted Bean', 'passata', 'vegetable stock', 'onion', 'garlic', 'butternut squash', 'tomato paste', 'maple syrup', 'balsamic vinegar', 'paprika', 'olive oil']",http://www.edamam.com/ontologies/edamam.owl#recipe_bd79c6e345f7cbc1dc9db33a78e4c4a6
vegetable stir fry,http://www.food.com/recipe/vegetable-stir-fry-267692,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/vegetable%20stir%20fry.jpg,['Low-Carb'],"['Sugar-Conscious', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",695.0498098207805,60.81919286710816,29.55829700067115,9.87808272415782,"['canola', 'yellow onion', 'garlic', 'chicken bouillon', 'white wine', 'celery', 'squash', 'zucchini', 'green cabbage', 'asparagus', 'tofu', 'pepper', 'cumin', 'dill']",http://www.edamam.com/ontologies/edamam.owl#recipe_7dd3119901d9d1ebd51cf875a1a1745d
baked korean gochujang chicken wings,http://jeanetteshealthyliving.com/baked-korean-gochujang-chicken-wings/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/baked%20korean%20gochujang%20chicken%20wings.jpg,[],"['Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Kosher']",898.4011840298983,57.374011302799545,20.520914999977393,74.32254390159599,"['chicken wing', 'garlic', 'onion', 'minced ginger', 'honey', 'gochujang', 'gluten free soy sauce', 'sesame oil', 'black pepper', 'sea salt', 'sesame seed']",http://www.edamam.com/ontologies/edamam.owl#recipe_a50dc8413e95adca28b4f2d6a8bb42e7
roasted cipolline onions and garlic,http://www.sippitysup.com/recipe/roasted-cipolline-onions-and-garlic/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/roasted%20cipolline%20onions%20and%20garlic.jpg,[],"['Vegan', 'Vegetarian', 'Pescatarian', 'Paleo', 'Mediterranean', 'DASH', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher', 'Immuno-Supportive']",292.00318741844,21.8930543615144,23.321070327938003,3.2095036446916003,"['onions', 'garlic', 'olive oil', 'salt', 'pepper']",http://www.edamam.com/ontologies/edamam.owl#recipe_226e9d1c0f7145d6f11ad2608eac4bff
pressure cooker beef stew with mushrooms,https://www.dadcooksdinner.com/pressure-cooker-beef-stew-with-mushrooms,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/pressure%20cooker%20beef%20stew%20with%20mushrooms.jpg,"['High-Protein', 'Low-Carb']","['Sugar-Conscious', 'Keto-Friendly', 'Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Kosher']",455.9355185072247,15.112971960833955,14.679434989912503,63.30432144216252,"['vegetable oil', 'beef chuck', 'kosher salt', 'onions', 'celery', 'carrot', 'garlic', 'tomato paste', 'mushrooms', 'kosher salt', 'red wine', 'chicken stock', 'can diced tomatoes', 'fresh thyme']",http://www.edamam.com/ontologies/edamam.owl#recipe_ad6159e233e6029dca1c39257a2b9a52
crockpot pully beef,https://tastykitchen.com/recipes/main-courses/crockpot-pully-beef/,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/crockpot%20pully%20beef.jpg,"['High-Protein', 'Low-Carb']","['Keto-Friendly', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'Kosher']",779.5023727243556,27.632368128310226,24.639447424240892,110.14110422320091,"['Beef Pot Roasts', 'BBQ Sauce', 'Celery', 'Worcestershire Sauce', 'Onions', 'Salt', 'Green Pepper', 'Black Pepper', 'Ketchup', 'Chili Powder', 'Water']",http://www.edamam.com/ontologies/edamam.owl#recipe_da1d1c4349b62a2b87dc7978e4b50ddb
creamy parmesan custard topped ratatouille,https://challengedairy.com/community/creamy-parmesan-custard-topped-ratatouille,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/creamy%20parmesan%20custard%20topped%20ratatouille.jpg,['Low-Carb'],"['Vegetarian', 'Pescatarian', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",577.0611514099999,43.89964163475626,30.971027709168755,19.53244318969375,"['milk', 'Cream Cheese', 'eggs', 'parmesan cheese', 'nutmeg', 'Butter', 'eggplant', 'zucchini', 'onion', 'red pepper', 'mushrooms', 'garlic', 'canned tomatoes', 'Italian seasoning', 'panko bread crumbs', 'parsley']",http://www.edamam.com/ontologies/edamam.owl#recipe_fb0d28d081e20f6ded1f7224fddc5367
crock pot spaghetti and meatballs,http://www.food.com/recipe/crock-pot-spaghetti-and-meatballs-175071,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/crock%20pot%20spaghetti%20and%20meatballs.jpg,['High-Fiber'],"['Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",1188.2587388275,71.20916601775,61.905152676675,69.32885379272501,"['spaghetti', 'spaghetti sauce', 'meatballs', 'water']",http://www.edamam.com/ontologies/edamam.owl#recipe_535b152bc1fcb3b47e5e1025e82e8aa3
macaroni and cheese,https://www.bigoven.com/recipe/macaroni-and-cheese/419544,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/macaroni%20and%20cheese.jpg,['Balanced'],"['Vegetarian', 'Pescatarian', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",618.5890657598078,23.018017129549484,73.84690495035969,27.630414303144544,"['Elbow Macaroni', 'Butter', 'Jalapeno peppers', 'All purpose flour', 'Milk', 'Dry mustard', 'Cheddar cheese', 'Parmesan cheese']",http://www.edamam.com/ontologies/edamam.owl#recipe_b4ece72406a1bc11ebdda5ed0848025b
mexican pizza dip,http://www.kraftrecipes.com/recipes/mexican-pizza-dip-60921.aspx,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/mexican%20pizza%20dip.jpg,['Low-Carb'],"['Sugar-Conscious', 'Low Potassium', 'Kidney-Friendly', 'Keto-Friendly', 'Vegetarian', 'Pescatarian', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",350.31559054,31.606080748800004,4.8435369459,12.901796754100001,"['Cream Cheese', 'Cheese', 'Salsa', 'black olives', 'jalapeño pepper', 'Sour Cream']",http://www.edamam.com/ontologies/edamam.owl#recipe_a4a919911f374ee1a89fafc660c76229
braised chicken with spinach and lentils,https://www.delicious.com.au/recipes/braised-chicken-spinach-lentils/b4bdd65e-672a-4979-bf33-39fb9d742fb3?current_section=recipes,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/braised%20chicken%20with%20spinach%20and%20lentils.jpg,['High-Fiber'],"['Mediterranean', 'Dairy-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",541.6623722589952,10.430952408633175,59.77396050206259,52.24601405812966,"['olive oil', 'chicken breast', 'red onion', 'celery', 'celery leaves', 'garlic', 'thyme', 'chicken stock', 'spinach', 'lentils', 'bread']",http://www.edamam.com/ontologies/edamam.owl#recipe_22042546984b2770cac020d339622752
smoked salmon pizza with marinated onion,https://www.canadianliving.com/food/recipe/smoked-salmon-pizza-with-marinated-onion,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/smoked%20salmon%20pizza%20with%20marinated%20onion.jpg,['Balanced'],"['Sugar-Conscious', 'Low Potassium', 'Pescatarian', 'Mediterranean', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'Sulfite-Free', 'Kosher']",359.7405687067691,11.262915840001286,47.620192125026925,15.961569670337223,"['sour cream', 'fresh dill', 'lemon juice', 'salt', 'pepper', 'pizza dough', 'olive oil', 'smoked salmon', 'Onion']",http://www.edamam.com/ontologies/edamam.owl#recipe_3ebb0c0a1700d84d5905ab6c8fb49c03
grilled chicken,https://recipes.sparkpeople.com/recipe-detail.asp?recipe=1349174,https://storage.googleapis.com/hfc-app-b33ed.appspot.com/recipes_images/grilled%20chicken.jpg,['Low-Carb'],"['Dairy-Free', 'Gluten-Free', 'Wheat-Free', 'Egg-Free', 'Peanut-Free', 'Tree-Nut-Free', 'Soy-Free', 'Fish-Free', 'Shellfish-Free', 'Pork-Free', 'Red-Meat-Free', 'Crustacean-Free', 'Celery-Free', 'Mustard-Free', 'Sesame-Free', 'Lupine-Free', 'Mollusk-Free', 'Alcohol-Free', 'No oil added', 'Sulfite-Free', 'FODMAP-Free', 'Kosher']",386.312,23.79426,11.66022,29.39932,"['chicken', 'barbecue sauce']",http://www.edamam.com/ontologies/edamam.owl#recipe_c933286378f23ca9229a7bc5e7deae08
